place,state,year,date,office,winner,special_election,incumbent,number_of_candidates,number_of_rounds,total_ballots,first_round_active_votes,final_round_active_votes,first_round_winner_vote,first_round_winner_percent,first_round_winner_place,final_round_winner_vote,final_round_winner_percent,winners_consensus_value,final_round_winner_votes_over_first_round_valid,total_fully_ranked,ranked_multiple,ranked_winner,total_undervote,first_round_overvote,total_ballots_with_overvote,total_posttally_exhausted_by_overvote,total_posttally_exhausted_by_skipped_rankings,total_posttally_exhausted_by_abstention,total_posttally_exhausted_by_rank_limit,total_posttally_exhausted,percent_exhausted,includes_duplicate_ranking,includes_skipped_ranking,turnout_percent,registered_voters,condorcet,come_from_behind,contest_rank_limit,ballot_style,ballot_marking_style,voting_equipment_used,link_to_results,cvr_available,notes,sort_for_cruncher_export,unique_id,contest_name,rcv_type,exhaust_on_overvote,exhaust_on_repeated_skipped_rankings,number_of_winners,total_pretally_exhausted,total_irregular,ranked_3_or_more,effective_ballot_length,tabulation_num
San Leandro,CA,2016,11/8/2016,County Council District 4,Benny Lee,,,1,1,31790.0,23293.0,23293.0,23293.0,100.0,1,23293.0,100.0,100.01287940583008,100.0,23293.0,0.0,23296,8456.0,41.0,54.0,0.0,0.0,0.0,0.0,0.0,,10628.0,1818.0,,,yes,no,3,,,,,,,,SanLeandro_11082016_CountyCouncilDistrict4_tab1,2016 SanLeandroCouncilD4,rcv_single_winner,,,1,41.0,12114.0,0.0,0: 8497; 1: 23293,1
San Leandro,CA,2016,11/8/2016,County Council District 6,Pete Ballew,,,1,1,31790.0,21338.0,21338.0,21338.0,100.0,1,21338.0,100.0,100.02811884900179,100.0,21338.0,0.0,21344,10418.0,34.0,42.0,0.0,0.0,0.0,0.0,0.0,,9646.0,616.0,,,yes,no,3,,,,,,,,SanLeandro_11082016_CountyCouncilDistrict6_tab1,2016 SanLeandroCouncilD6,rcv_single_winner,,,1,34.0,10129.0,0.0,0: 10452; 1: 21338,1
Berkeley,CA,2017,3/7/2017,City Council District 4,Kate Harrison,,,2,1,2620.0,2602.0,2602.0,1608.0,61.79861644888547,1,1608.0,61.79861644888547,78.36279784780938,61.79861644888547,1143.0,1144.0,2039,14.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,,644.0,27.0,,,yes,no,3,,,,,,,,Berkeley_03072017_CityCouncilDistrict4_tab1,2017 BerkCouncilD4,rcv_single_winner,,,1,4.0,668.0,0.0,0: 18; 1: 1459; 2: 1143,1
Minneapolis,MN,2017,11/7/2017,Mayor,Jacob Frey,,,18,18,105928.0,104522.0,81687.0,26116.0,24.986127322477564,1,46716.0,57.18902640567042,52.39949484319091,44.6948967681445,75459.0,90564.0,54769,1369.0,101.0,226.0,0.0,0.0,10919.0,11916.0,22835.0,,2668.0,260.0,,,yes,no,3,,,,,,,,Minneapolis_11072017_Mayor_tab1,Minneapolis Mayor 2017,rcv_single_winner,,,1,37.0,3108.0,75459.0,0: 1406; 1: 13958; 2: 15105; 3: 75459,1
Minneapolis,MN,2017,11/7/2017,P&R Board District 1,Chris Meyer,,,3,3,17785.0,14303.0,13041.0,6358.0,44.45221282248479,1,7210.0,55.287171229200204,74.57176816052576,50.40900510382438,6020.0,8931.0,10666,3479.0,6.0,20.0,0.0,0.0,1262.0,0.0,1262.0,,381.0,20.0,,,yes,no,3,,,,,,,,Minneapolis_11072017_PRBoardDistrict1_tab1,Minneapolis Park District 1 2017,rcv_single_winner,,,1,3.0,414.0,6020.0,0: 3482; 1: 5372; 2: 2911; 3: 6020,1
Minneapolis,MN,2017,11/7/2017,P&R Board District 2,Kale Severson,,,2,1,11162.0,8934.0,8934.0,5089.0,56.96216700246249,1,5089.0,56.96216700246249,78.4307141258115,56.96216700246251,4558.0,4653.0,7007,2227.0,5.0,16.0,0.0,0.0,0.0,0.0,0.0,,843.0,57.0,,,yes,no,3,,,,,,,,Minneapolis_11072017_PRBoardDistrict2_tab1,Minneapolis Park District 2 2017,rcv_single_winner,,,1,1.0,909.0,358.0,0: 2228; 1: 4281; 2: 4295; 3: 358,1
Minneapolis,MN,2017,11/7/2017,P&R Board District 3,Ak Hassan,,,3,3,16601.0,14630.0,13594.0,7094.0,48.489405331510596,1,7753.0,57.032514344563765,70.05468215994532,52.99384825700615,4349.0,7175.0,10249,1956.0,20.0,29.0,0.0,0.0,1036.0,0.0,1036.0,,1172.0,123.0,,,yes,no,3,,,,,,,,Minneapolis_11072017_PRBoardDistrict3_tab1,Minneapolis Park District 3 2017,rcv_single_winner,,,1,15.0,1291.0,4349.0,0: 1971; 1: 7455; 2: 2826; 3: 4349,1
Minneapolis,MN,2017,11/7/2017,P&R Board District 4,Jono Cowgill,,,2,1,18167.0,13513.0,13513.0,6794.0,50.277510545400716,1,6794.0,50.277510545400716,70.9094945607933,50.27751054540073,6034.0,6166.0,9582,4652.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,,506.0,28.0,,,yes,no,3,,,,,,,,Minneapolis_11072017_PRBoardDistrict4_tab1,Minneapolis Park District 4 2017,rcv_single_winner,,,1,2.0,536.0,411.0,0: 4654; 1: 7347; 2: 5755; 3: 411,1
Minneapolis,MN,2017,11/7/2017,P&R Board District 5,Steffanie Musich,,,3,1,20615.0,16238.0,16238.0,9466.0,58.29535657100627,1,9466.0,58.29535657100627,81.18610666338219,58.29535657100629,6290.0,9749.0,13183,4375.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0,,308.0,19.0,,,yes,no,3,,,,,,,,Minneapolis_11072017_PRBoardDistrict5_tab1,Minneapolis Park District 5 2017,rcv_single_winner,,,1,2.0,334.0,6290.0,0: 4377; 1: 6489; 2: 3459; 3: 6290,1
Minneapolis,MN,2017,11/7/2017,P&R Board District 6,Brad Bourn,,,4,4,21598.0,18488.0,17256.0,8084.0,43.72565988749459,1,8785.0,50.90982846546128,62.66767633059281,47.517308524448296,5617.0,10073.0,11586,3110.0,3.0,9.0,0.0,0.0,1232.0,0.0,1232.0,,388.0,27.0,,,yes,no,3,,,,,,,,Minneapolis_11072017_PRBoardDistrict6_tab1,Minneapolis Park District 6 2017,rcv_single_winner,,,1,0.0,418.0,5617.0,0: 3110; 1: 8415; 2: 4456; 3: 5617,1
Minneapolis,MN,2017,11/7/2017,Ward 1 City Council ,Kevin Reich,,,3,3,8864.0,8734.0,8408.0,4015.0,45.969773299748105,1,4296.0,51.09419600380589,81.96702541790702,49.18708495534692,3503.0,6309.0,7159,130.0,0.0,9.0,0.0,0.0,326.0,0.0,326.0,,335.0,28.0,,,yes,no,3,,,,,,,,Minneapolis_11072017_Ward1CityCouncil_tab1,Minneapolis Ward 1 2017,rcv_single_winner,,,1,0.0,367.0,3503.0,0: 130; 1: 2425; 2: 2806; 3: 3503,1
Minneapolis,MN,2017,11/7/2017,Ward 10 City Council ,Lisa Bender,,,4,1,7911.0,7596.0,7596.0,4886.0,64.32332806740389,1,4886.0,64.32332806740389,83.00421274354923,64.32332806740389,4001.0,5196.0,6305,315.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,,168.0,14.0,,,yes,no,3,,,,,,,,Minneapolis_11072017_Ward10CityCouncil_tab1,Minneapolis Ward 10 2017,rcv_single_winner,,,1,0.0,188.0,4001.0,0: 315; 1: 2400; 2: 1195; 3: 4001,1
Minneapolis,MN,2017,11/7/2017,Ward 11 City Council ,Jeremy Schroeder,,,3,3,9592.0,9160.0,8738.0,3230.0,35.26200873362445,1,4757.0,54.44037537193866,78.90829694323143,51.93231441048035,4789.0,7090.0,7228,432.0,0.0,5.0,0.0,0.0,422.0,0.0,422.0,,159.0,17.0,,,yes,no,3,,,,,,,,Minneapolis_11072017_Ward11CityCouncil_tab1,Minneapolis Ward 11 2017,rcv_single_winner,,,1,0.0,176.0,4789.0,0: 432; 1: 2070; 2: 2301; 3: 4789,1
Minneapolis,MN,2017,11/7/2017,Ward 12 City Council ,Andrew Johnson,,,3,1,10704.0,10184.0,10184.0,8875.0,87.14650432050274,1,8875.0,87.14650432050274,94.17714061272584,87.14650432050274,2757.0,3945.0,9591,520.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,,357.0,9.0,,,yes,no,3,,,,,,,,Minneapolis_11072017_Ward12CityCouncil_tab1,Minneapolis Ward 12 2017,rcv_single_winner,,,1,0.0,378.0,2757.0,0: 520; 1: 6239; 2: 1188; 3: 2757,1
Minneapolis,MN,2017,11/7/2017,Ward 13 City Council ,Linea Palmisano,,,2,1,11742.0,11315.0,11315.0,9411.0,83.17277949624392,1,9411.0,83.17277949624392,88.1661511268228,83.17277949624392,2739.0,2964.0,9976,427.0,2.0,19.0,0.0,0.0,0.0,0.0,0.0,,698.0,23.0,,,yes,no,3,,,,,,,,Minneapolis_11072017_Ward13CityCouncil_tab1,Minneapolis Ward 13 2017,rcv_single_winner,,,1,0.0,731.0,241.0,0: 427; 1: 8351; 2: 2723; 3: 241,1
Minneapolis,MN,2017,11/7/2017,Ward 2 City Council ,Cam Gordon,,,1,1,7034.0,6090.0,6090.0,5923.0,97.25779967159276,1,5923.0,97.25779967159276,97.71756978653531,97.25779967159276,5951.0,156.0,5951,943.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,,1028.0,13.0,,,yes,no,3,,,,,,,,Minneapolis_11072017_Ward2CityCouncil_tab1,Minneapolis Ward 2 2017,rcv_single_winner,,,1,1.0,1041.0,0.0,0: 944; 1: 5934; 2: 156,1
Minneapolis,MN,2017,11/7/2017,Ward 3 City Council ,Steve Fletcher,,,4,4,9877.0,9592.0,8705.0,2709.0,28.242285237698077,2,4861.0,55.84147041929924,72.16430358632194,50.67764804003336,5198.0,7613.0,6922,285.0,2.0,15.0,0.0,0.0,887.0,0.0,887.0,,249.0,20.0,,,yes,yes,3,,,,,,,,Minneapolis_11072017_Ward3CityCouncil_tab1,Minneapolis Ward 3 2017,rcv_single_winner,,,1,0.0,282.0,5198.0,0: 285; 1: 1979; 2: 2415; 3: 5198,1
Minneapolis,MN,2017,11/7/2017,Ward 4 City Council ,Phillipe M. Cunningham,,,4,4,5349.0,5263.0,5035.0,2140.0,40.661219836595095,2,2605.0,51.73783515392254,69.37108113243397,49.49648489454684,2545.0,3681.0,3651,84.0,3.0,7.0,0.0,0.0,228.0,0.0,228.0,,319.0,20.0,,,yes,yes,3,,,,,,,,Minneapolis_11072017_Ward4CityCouncil_tab1,Minneapolis Ward 4 2017,rcv_single_winner,,,1,2.0,341.0,2545.0,0: 86; 1: 1582; 2: 1136; 3: 2545,1
Minneapolis,MN,2017,11/7/2017,Ward 5 City Council ,Jeremiah Ellison,,,4,4,4278.0,4216.0,4082.0,1987.0,47.12998102466793,1,2313.0,56.66340029397353,74.62049335863378,54.86242884250474,2268.0,3050.0,3146,61.0,3.0,8.0,0.0,0.0,134.0,0.0,134.0,,425.0,28.0,,,yes,no,3,,,,,,,,Minneapolis_11072017_Ward5CityCouncil_tab1,Minneapolis Ward 5 2017,rcv_single_winner,,,1,1.0,456.0,2268.0,0: 62; 1: 1166; 2: 782; 3: 2268,1
Minneapolis,MN,2017,11/7/2017,Ward 6 City Council ,Abdi Warsame,,,4,1,7397.0,7234.0,7234.0,3629.0,50.16588332872546,1,3629.0,50.16588332872546,67.94304672380426,50.16588332872546,894.0,2287.0,4915,159.0,6.0,13.0,0.0,0.0,0.0,0.0,0.0,,928.0,79.0,,,yes,no,3,,,,,,,,Minneapolis_11072017_Ward6CityCouncil_tab1,Minneapolis Ward 6 2017,rcv_single_winner,,,1,4.0,991.0,894.0,0: 163; 1: 4947; 2: 1393; 3: 894,1
Minneapolis,MN,2017,11/7/2017,Ward 7 City Council ,Lisa Goodman,,,4,1,9255.0,9090.0,9090.0,4751.0,52.26622662266226,1,4751.0,52.26622662266226,79.64796479647966,52.26622662266227,4067.0,6264.0,7240,165.0,3.0,14.0,0.0,0.0,0.0,0.0,0.0,,255.0,28.0,,,yes,no,3,,,,,,,,Minneapolis_11072017_Ward7CityCouncil_tab1,Minneapolis Ward 7 2017,rcv_single_winner,,,1,0.0,291.0,4067.0,0: 165; 1: 2826; 2: 2197; 3: 4067,1
Minneapolis,MN,2017,11/7/2017,Ward 8 City Council ,Andrea Jenkins,,,4,1,8275.0,7898.0,7898.0,5766.0,73.00582425930615,1,5766.0,73.00582425930615,89.88351481387693,73.00582425930615,3418.0,5686.0,7099,377.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,,223.0,26.0,,,yes,no,3,,,,,,,,Minneapolis_11072017_Ward8CityCouncil_tab1,Minneapolis Ward 8 2017,rcv_single_winner,,,1,0.0,253.0,3418.0,0: 377; 1: 2212; 2: 2268; 3: 3418,1
Minneapolis,MN,2017,11/7/2017,Ward 9 City Council ,Alondra Cano,,,4,4,5650.0,5519.0,4916.0,2623.0,47.52672585613335,1,2982.0,60.65907241659886,72.658090233738,54.03152745062512,2680.0,3951.0,4010,131.0,3.0,7.0,0.0,0.0,603.0,0.0,603.0,,322.0,20.0,,,yes,no,3,,,,,,,,Minneapolis_11072017_Ward9CityCouncil_tab1,Minneapolis Ward 9 2017,rcv_single_winner,,,1,0.0,345.0,2680.0,0: 131; 1: 1568; 2: 1271; 3: 2680,1
Berkeley,CA,2018,11/6/2018,City Auditor,Jenny Wong,,,2,1,57217.0,50345.0,50345.0,46337.0,92.03893137352269,1,46337.0,92.03893137352269,97.07021551296057,92.03893137352269,17797.0,17804.0,48870,6762.0,110.0,177.0,0.0,0.0,0.0,0.0,0.0,,14657.0,715.0,,,yes,no,3,,,,,,,,Berkeley_11062018_CityAuditor_tab1,Berkeley City Auditor 2018,rcv_single_winner,,,1,110.0,15341.0,0.0,0: 6872; 1: 32548; 2: 17797,1
Berkeley,CA,2018,11/6/2018,City Council District 1,Rashi Kesarwani,,,4,3,8466.0,7872.0,7559.0,3500.0,44.46138211382114,1,4120.0,54.50456409577986,74.16158536585365,52.33739837398373,4792.0,6551.0,5838,568.0,26.0,42.0,2.0,0.0,311.0,0.0,313.0,,894.0,45.0,,,yes,no,3,,,,,,,,Berkeley_11062018_CityCouncilDistrict1_tab1,Berkeley Council D1 2018,rcv_single_winner,,,1,26.0,965.0,4792.0,0: 594; 1: 1335; 2: 1745; 3: 4792,1
Berkeley,CA,2018,11/6/2018,City Council District 4,Kate Harrison,,,3,1,6037.0,5473.0,5473.0,2892.0,52.84122053718253,1,2892.0,52.84122053718253,84.14032523296181,52.84122053718253,2969.0,4234.0,4605,547.0,17.0,30.0,0.0,0.0,0.0,0.0,0.0,,592.0,40.0,,,yes,no,3,,,,,,,,Berkeley_11062018_CityCouncilDistrict4_tab1,Berkeley Council D4 2018,rcv_single_winner,,,1,17.0,656.0,2969.0,0: 564; 1: 1249; 2: 1255; 3: 2969,1
Berkeley,CA,2018,11/6/2018,City Council District 7,Rigel Robinson,,,3,1,3206.0,2808.0,2808.0,1587.0,56.51709401709402,1,1587.0,56.51709401709402,91.48860398860398,56.51709401709402,1666.0,2291.0,2569,389.0,9.0,20.0,0.0,0.0,0.0,0.0,0.0,,211.0,28.0,,,yes,no,3,,,,,,,,Berkeley_11062018_CityCouncilDistrict7_tab1,Berkeley Council D7 2018,rcv_single_winner,,,1,9.0,255.0,1666.0,0: 398; 1: 525; 2: 617; 3: 1666,1
Berkeley,CA,2018,11/6/2018,City Council District 8,Lori Droste,,,4,1,7119.0,6545.0,6545.0,3677.0,56.180290297937354,1,3677.0,56.180290297937354,81.46676852559206,56.180290297937354,3476.0,5175.0,5332,559.0,15.0,41.0,0.0,0.0,0.0,0.0,0.0,,675.0,38.0,,,yes,no,3,,,,,,,,Berkeley_11062018_CityCouncilDistrict8_tab1,Berkeley Council D8 2018,rcv_single_winner,,,1,15.0,748.0,3476.0,0: 574; 1: 1380; 2: 1689; 3: 3476,1
Oakland,CA,2018,11/6/2018,City Auditor,Courtney Ruby,,,2,1,164775.0,134291.0,134291.0,87759.0,65.34987452621546,1,87759.0,65.34987452621546,85.82853653632783,65.34987452621546,59634.0,59657.0,115260,30218.0,266.0,438.0,0.0,0.0,0.0,0.0,0.0,,47578.0,1911.0,,,yes,no,3,,,,,,,,Oakland_11062018_CityAuditor_tab1,Oakland City Auditor 2018,rcv_single_winner,,,1,266.0,49402.0,0.0,0: 30484; 1: 74657; 2: 59634,1
Oakland,CA,2018,11/6/2018,City Council District 2,Nikki Fortunato Bas,,,3,1,23677.0,20982.0,20982.0,11310.0,53.90334572490706,1,11310.0,53.90334572490706,81.05519016299687,53.90334572490706,8493.0,14100.0,17007,2638.0,57.0,113.0,0.0,0.0,0.0,0.0,0.0,,3586.0,173.0,,,yes,no,3,,,,,,,,Oakland_11062018_CityCouncilDistrict2_tab1,Oakland Council D2 2018,rcv_single_winner,,,1,57.0,3823.0,8493.0,0: 2695; 1: 6907; 2: 5582; 3: 8493,1
Oakland,CA,2018,11/6/2018,City Council District 4,Sheng Thao,,,7,6,28244.0,25219.0,21696.0,8750.0,34.696062492565126,1,11736.0,54.0929203539823,63.39664538641501,46.53634164717078,16182.0,20138.0,15988,2927.0,98.0,191.0,23.0,0.0,1488.0,2012.0,3523.0,,3348.0,127.0,,,yes,no,3,,,,,,,,Oakland_11062018_CityCouncilDistrict4_tab1,Oakland Council D4 2018,rcv_single_winner,,,1,98.0,3631.0,16182.0,0: 3025; 1: 5137; 2: 3900; 3: 16182,1
Oakland,CA,2018,11/6/2018,City Council District 6,Loren Taylor,,,5,4,19547.0,17845.0,15341.0,7158.0,40.11207621182404,1,9858.0,64.25917476044586,65.08265620622024,55.24236480806949,11567.0,13900.0,11614,1566.0,136.0,236.0,30.0,0.0,524.0,1950.0,2504.0,,3790.0,137.0,,,yes,no,3,,,,,,,,Oakland_11062018_CityCouncilDistrict6_tab1,Oakland Council D6 2018,rcv_single_winner,,,1,136.0,4111.0,11567.0,0: 1702; 1: 4003; 2: 2275; 3: 11567,1
Oakland,CA,2018,11/6/2018,Mayor,Libby Schaaf,,,10,1,164775.0,158618.0,158618.0,84502.0,53.273903340100105,1,84502.0,53.273903340100105,70.58782735881174,53.27390334010011,89688.0,115433.0,111965,4935.0,1222.0,1937.0,0.0,0.0,0.0,0.0,0.0,,27502.0,1046.0,,,yes,no,3,,,,,,,,Oakland_11062018_Mayor_tab1,Oakland Mayor 2018,rcv_single_winner,,,1,1222.0,30077.0,89688.0,0: 6157; 1: 43716; 2: 25214; 3: 89688,1
Oakland,CA,2018,11/6/2018,School Director District 2,Aimee Eng,,,1,1,23677.0,16607.0,16607.0,16607.0,100.0,1,16607.0,100.0,100.0421509002228,100.0,16607.0,0.0,16614,7045.0,25.0,28.0,0.0,0.0,0.0,0.0,0.0,,5309.0,333.0,,,yes,no,3,,,,,,,,Oakland_11062018_SchoolDirectorDistrict2_tab1,Oakland School D2 2018,rcv_single_winner,,,1,25.0,5511.0,0.0,0: 7070; 1: 16607,1
Oakland,CA,2018,11/6/2018,School Director District 4,Gary D. Yee,,,2,1,28244.0,24638.0,24638.0,14534.0,58.99017777416997,1,14534.0,58.99017777416997,74.74226804123711,58.990177774169986,10168.0,10174.0,18415,3559.0,47.0,80.0,0.0,0.0,0.0,0.0,0.0,,7764.0,322.0,,,yes,no,3,,,,,,,,Oakland_11062018_SchoolDirectorDistrict4_tab1,Oakland School D4 2018,rcv_single_winner,,,1,47.0,8062.0,0.0,0: 3606; 1: 14470; 2: 10168,1
Oakland,CA,2018,11/6/2018,School Director District 6,Shanthi Gonzales,,,2,1,19539.0,14191.0,14191.0,13964.0,98.4003946163061,1,13964.0,98.4003946163061,98.87252483968713,98.4003946163061,92.0,92.0,14031,5326.0,22.0,28.0,0.0,0.0,0.0,0.0,0.0,,6713.0,569.0,,,yes,no,3,,,,,,,,Oakland_11062018_SchoolDirectorDistrict6_tab1,Oakland School D6 2018,rcv_single_winner,,,1,22.0,7098.0,0.0,0: 5348; 1: 14099; 2: 92,1
San Francisco,CA,2018,11/6/2018,Assessor-Recorder,Carmen Chu,,,2,1,368578.0,317176.0,317176.0,236697.0,74.62639039523798,1,236697.0,74.62639039523798,85.51056826493809,74.62639039523798,133161.0,133230.0,271219,50974.0,428.0,956.0,0.0,0.0,0.0,0.0,0.0,,70113.0,6299.0,,,yes,no,3,,,,,,,,SanFrancisco_11062018_AssessorRecorder_tab1,San Francisco Assessor-Recorder 2018,rcv_single_winner,,,1,428.0,76390.0,0.0,0: 51402; 1: 184015; 2: 133161,1
San Francisco,CA,2018,11/6/2018,Board of Supervisors District 10,Shamann Walton,,,6,6,26257.0,23194.0,20647.0,9585.0,41.32534276105889,1,13023.0,63.07453867389935,68.67724411485729,56.14814176080021,12818.0,17999.0,15929,2907.0,156.0,238.0,21.0,0.0,1022.0,1504.0,2547.0,,2952.0,203.0,,,yes,no,3,,,,,,,,SanFrancisco_11062018_BoardofSupervisorsDistrict10_tab1,San Francisco Board of Supervisors District 10 2018,rcv_single_winner,,,1,156.0,3336.0,12818.0,0: 3063; 1: 5251; 2: 5125; 3: 12818,1
San Francisco,CA,2018,11/6/2018,Board of Supervisors District 2,Catherine Stefani,,,4,3,39906.0,35312.0,33401.0,14415.0,40.82181694608065,1,17340.0,51.91461333493008,74.95185772541913,49.1051200724966,18420.0,25780.0,26467,4515.0,79.0,165.0,18.0,0.0,1893.0,0.0,1911.0,,3353.0,177.0,,,yes,no,3,,,,,,,,SanFrancisco_11062018_BoardofSupervisorsDistrict2_tab1,San Francisco Board of Supervisors District 2 2018,rcv_single_winner,,,1,79.0,3663.0,18420.0,0: 4594; 1: 9599; 2: 7293; 3: 18420,1
San Francisco,CA,2018,11/6/2018,Board of Supervisors District 4,Gordon Mar,,,8,7,31412.0,28422.0,23320.0,10314.0,36.28879037365421,1,13255.0,56.83962264150942,58.27527971289845,46.63640841601576,17369.0,21788.0,16563,2814.0,176.0,249.0,24.0,0.0,1801.0,3277.0,5102.0,,2417.0,175.0,,,yes,no,3,,,,,,,,SanFrancisco_11062018_BoardofSupervisorsDistrict4_tab1,San Francisco Board of Supervisors District 4 2018,rcv_single_winner,,,1,176.0,2799.0,17369.0,0: 2990; 1: 6699; 2: 4354; 3: 17369,1
San Francisco,CA,2018,11/6/2018,Board of Supervisors District 6,Matt Haney,,,3,1,28872.0,25330.0,25330.0,14288.0,56.40742202921436,1,14288.0,56.40742202921436,85.97315436241611,56.40742202921437,13763.0,17724.0,21777,3467.0,75.0,122.0,0.0,0.0,0.0,0.0,0.0,,2957.0,158.0,,,yes,no,3,,,,,,,,SanFrancisco_11062018_BoardofSupervisorsDistrict6_tab1,San Francisco Board of Supervisors District 6 2018,rcv_single_winner,,,1,75.0,3204.0,13763.0,0: 3542; 1: 7642; 2: 3925; 3: 13763,1
San Francisco,CA,2018,11/6/2018,Board of Supervisors District 8,Rafael Mandelman,,,2,1,48049.0,42004.0,42004.0,38406.0,91.43414912865441,1,38406.0,91.43414912865441,96.38843919626702,91.43414912865441,11912.0,11915.0,40487,6007.0,38.0,64.0,0.0,0.0,0.0,0.0,0.0,,7783.0,541.0,,,yes,no,3,,,,,,,,SanFrancisco_11062018_BoardofSupervisorsDistrict8_tab1,San Francisco Board of Supervisors District 8 2018,rcv_single_winner,,,1,38.0,8327.0,0.0,0: 6045; 1: 30092; 2: 11912,1
San Francisco,CA,2018,6/5/2018,Board of Supervisors District 8,Rafael Mandelman,,,3,1,36067.0,33262.0,33262.0,19996.0,60.11664963020864,1,19996.0,60.11664963020864,86.79273645601587,60.11664963020865,12835.0,22349.0,28869,2780.0,25.0,38.0,0.0,0.0,0.0,0.0,0.0,,1944.0,165.0,,,yes,no,3,,,,,,,,SanFrancisco_06052018_BoardofSupervisorsDistrict8_tab1,San Francisco Board of Supervisors District 8 June 2018,rcv_single_winner,,,1,25.0,2131.0,12835.0,0: 2805; 1: 10921; 2: 9506; 3: 12835,1
San Francisco,CA,2018,6/5/2018,Mayor,London Breed,,,8,8,254016.0,251032.0,229408.0,92121.0,36.6969151343255,1,115977.0,50.55490654205607,62.72626597405908,46.20008604480704,173291.0,214734.0,157463,2350.0,634.0,1035.0,114.0,0.0,8606.0,12904.0,21624.0,,16406.0,1219.0,,,yes,no,3,,,,,,,,SanFrancisco_06052018_Mayor_tab1,San Francisco Mayor June 2018,rcv_single_winner,,,1,634.0,18473.0,173291.0,0: 2984; 1: 36644; 2: 41097; 3: 173291,1
San Francisco,CA,2018,11/6/2018,Public Defender,Jeff Adachi,,,1,1,368578.0,292864.0,292864.0,292864.0,100.0,1,292864.0,100.0,100.00887784090908,100.0,292864.0,0.0,292890,75631.0,83.0,210.0,0.0,0.0,0.0,0.0,0.0,,68500.0,7420.0,,,yes,no,3,,,,,,,,SanFrancisco_11062018_PublicDefender_tab1,San Francisco Public Defender 2018,rcv_single_winner,,,1,83.0,74582.0,0.0,0: 75714; 1: 292864,1
San Leandro,CA,2018,11/6/2018,County Council District 1,Deborah Cox,,,3,1,27767.0,24849.0,24849.0,16190.0,65.15352730492172,1,16190.0,65.15352730492172,87.91903094691939,65.15352730492174,13625.0,17495.0,21847,2824.0,94.0,183.0,0.0,0.0,0.0,0.0,0.0,,5588.0,290.0,,,yes,no,3,,,,,,,,SanLeandro_11062018_CountyCouncilDistrict1_tab1,San Leandro Council D1 2018,rcv_single_winner,,,1,94.0,5966.0,13625.0,0: 2918; 1: 7406; 2: 3818; 3: 13625,1
San Leandro,CA,2018,11/6/2018,County Council District 3,"Victor Aguilar, Jr.",,,2,1,27767.0,23260.0,23260.0,11902.0,51.16938950988822,1,11902.0,51.16938950988822,78.8134135855546,51.16938950988822,13992.0,13994.0,18332,4451.0,56.0,86.0,0.0,0.0,0.0,0.0,0.0,,8992.0,274.0,,,yes,no,3,,,,,,,,SanLeandro_11062018_CountyCouncilDistrict3_tab1,San Leandro Council D3 2018,rcv_single_winner,,,1,56.0,9268.0,0.0,0: 4507; 1: 9268; 2: 13992,1
San Leandro,CA,2018,11/6/2018,County Council District 5,Corina N. Lopez,,,2,1,27767.0,23290.0,23290.0,16415.0,70.48089308716186,1,16415.0,70.48089308716186,88.01202232717905,70.48089308716186,13175.0,13183.0,20498,4430.0,47.0,77.0,0.0,0.0,0.0,0.0,0.0,,9046.0,346.0,,,yes,no,3,,,,,,,,SanLeandro_11062018_CountyCouncilDistrict5_tab1,San Leandro Council D5 2018,rcv_single_winner,,,1,47.0,9389.0,0.0,0: 4477; 1: 10115; 2: 13175,1
San Leandro,CA,2018,11/6/2018,Mayor,Pauline Russo Cutter,,,4,1,27767.0,25791.0,25791.0,13355.0,51.78162925051374,1,13355.0,51.78162925051374,77.10053894769493,51.78162925051375,14660.0,18793.0,19885,1852.0,124.0,210.0,0.0,0.0,0.0,0.0,0.0,,5693.0,211.0,,,yes,no,3,,,,,,,,SanLeandro_11062018_Mayor_tab1,San Leandro Mayor 2018,rcv_single_winner,,,1,124.0,6055.0,14660.0,0: 1976; 1: 7061; 2: 4070; 3: 14660,1
Maine,ME,2018,6/12/2018,Democratic Primary for CD2,"Golden, Jared F.",,,4,3,50845.0,45211.0,43464.0,20987.0,46.42011899758908,1,23611.0,54.32311798269832,78.19336002300325,52.22401627922408,15534.0,33308.0,37166,5408.0,132.0,341.0,26.0,20.0,1701.0,0.0,1747.0,,1024.0,1336.0,,,yes,no,5,,,,,,,,Maine_06122018_DemocraticPrimaryforCD2_tab1,Maine Democratic Primary for CD2 2018,rcv_single_winner,,,1,226.0,2562.0,24167.0,0: 5634; 1: 12054; 2: 9089; 3: 8534; 4: 15534,1
