D:\Cambridge\Election2007\School\Wednesday\School Ballot Allocation Report


000101-00-0003: Fantini, Alfred B.
000601-00-0856: McGovern, Marc C.
000601-00-0858: McGovern, Marc C.
000601-00-0860: Fantini, Alfred B.
000601-00-0861: Fantini, Alfred B.
000601-00-0863: Fantini, Alfred B.
000601-00-0864: Nolan, Patricia M.
000601-00-0867: Fantini, Alfred B.
000601-00-0869: Grassi, Joseph G.
000601-00-0870: Grassi, Joseph G.
000601-00-0872: EXHAUSTED PILE
000601-00-0874: Schuster, Luc
000601-00-0877: Fantini, Alfred B.
000601-00-0879: Grassi, Joseph G.
000601-00-0881: Tauber, Nancy
000601-00-0883: Tauber, Nancy
000601-00-0885: Schuster, Luc
000601-00-0887: McGovern, Marc C.
000601-00-0888: Schuster, Luc
000601-00-0891: McGovern, Marc C.
000601-00-0893: INVALID
000601-00-0894: Fantini, Alfred B.
000601-00-0897: Nolan, Patricia M.
000601-00-0898: Tauber, Nancy
000601-00-0900: EXHAUSTED PILE
000601-00-0902: INVALID
000601-00-0905: INVALID
000601-00-0907: Nolan, Patricia M.
000601-00-0908: EXHAUSTED PILE
000601-00-0911: Nolan, Patricia M.
000601-00-0913: McGovern, Marc C.
000601-00-0914: Fantini, Alfred B.
000601-00-0917: McGovern, Marc C.
000601-00-0919: McGovern, Marc C.
000601-00-0920: Schuster, Luc
000601-00-0922: McGovern, Marc C.
000601-00-0924: Schuster, Luc
000601-00-0926: EXHAUSTED PILE
000601-00-0928: Nolan, Patricia M.
000602-00-0001: McGovern, Marc C.
000602-00-0001: Schuster, Luc
000602-00-0002: EXHAUSTED PILE
000602-00-0003: McGovern, Marc C.
000602-00-0004: McGovern, Marc C.
000602-00-0007: Nolan, Patricia M.
000602-00-0009: McGovern, Marc C.
000602-00-0011: Nolan, Patricia M.
000602-00-0013: INVALID
000602-00-0015: Schuster, Luc
000602-00-0016: McGovern, Marc C.
000602-00-0019: Schuster, Luc
000602-00-0021: McGovern, Marc C.
000602-00-0023: Tauber, Nancy
000602-00-0024: McGovern, Marc C.
000602-00-0027: Tauber, Nancy
000602-00-0029: Nolan, Patricia M.
000602-00-0030: Tauber, Nancy
000602-00-0033: Grassi, Joseph G.
000602-00-0034: Tauber, Nancy
000602-00-0037: Nolan, Patricia M.
000602-00-0038: Nolan, Patricia M.
000602-00-0041: Tauber, Nancy
000602-00-0043: McGovern, Marc C.
000602-00-0045: Nolan, Patricia M.
000602-00-0047: INVALID
000602-00-0049: Tauber, Nancy
000602-00-0050: Schuster, Luc
000602-00-0053: McGovern, Marc C.
000602-00-0054: Schuster, Luc
000602-00-0057: Tauber, Nancy
000602-00-0059: INVALID
000602-00-0061: Nolan, Patricia M.
000602-00-0063: INVALID
000602-00-0064: Nolan, Patricia M.
000602-00-0067: INVALID
000602-00-0069: Fantini, Alfred B.
000602-00-0071: Tauber, Nancy
000602-00-0073: Tauber, Nancy
000602-00-0075: McGovern, Marc C.
000602-00-0077: Fantini, Alfred B.
000602-00-0078: Tauber, Nancy
000602-00-0080: Nolan, Patricia M.
000602-00-0082: McGovern, Marc C.
000602-00-0084: Grassi, Joseph G.
000602-00-0086: Tauber, Nancy
000602-00-0088: Nolan, Patricia M.
000602-00-0091: McGovern, Marc C.
000602-00-0093: EXHAUSTED PILE
000602-00-0094: Nolan, Patricia M.
000602-00-0096: Tauber, Nancy
000602-00-0098: Tauber, Nancy
000602-00-0101: Tauber, Nancy
000602-00-0103: Nolan, Patricia M.
000602-00-0105: Nolan, Patricia M.
000602-00-0107: EXHAUSTED PILE
000602-00-0109: EXHAUSTED PILE
000602-00-0111: Fantini, Alfred B.
000602-00-0113: Nolan, Patricia M.
000602-00-0115: Nolan, Patricia M.
000602-00-0117: Tauber, Nancy
000602-00-0119: McGovern, Marc C.
000602-00-0121: McGovern, Marc C.
000602-00-0123: Schuster, Luc
000602-00-0125: Grassi, Joseph G.
000602-00-0127: INVALID
000602-00-0129: Fantini, Alfred B.
000602-00-0130: Tauber, Nancy
000602-00-0132: Nolan, Patricia M.
000602-00-0135: Nolan, Patricia M.
000602-00-0136: Nolan, Patricia M.
000602-00-0139: McGovern, Marc C.
000602-00-0141: Fantini, Alfred B.
000602-00-0143: Grassi, Joseph G.
000602-00-0144: EXHAUSTED PILE
000602-00-0146: INVALID
000602-00-0149: McGovern, Marc C.
000602-00-0150: Nolan, Patricia M.
000602-00-0153: Schuster, Luc
000602-00-0155: Grassi, Joseph G.
000602-00-0157: Fantini, Alfred B.
000602-00-0158: Nolan, Patricia M.
000602-00-0160: Schuster, Luc
000602-00-0163: McGovern, Marc C.
000602-00-0164: EXHAUSTED PILE
000602-00-0167: McGovern, Marc C.
000602-00-0168: Tauber, Nancy
000602-00-0170: Nolan, Patricia M.
000602-00-0173: Schuster, Luc
000602-00-0174: Grassi, Joseph G.
000602-00-0177: INVALID
000602-00-0179: EXHAUSTED PILE
000602-00-0180: Fantini, Alfred B.
000602-00-0183: Nolan, Patricia M.
000602-00-0185: McGovern, Marc C.
000602-00-0186: Tauber, Nancy
000602-00-0188: Fantini, Alfred B.
000602-00-0191: Fantini, Alfred B.
000602-00-0193: McGovern, Marc C.
000602-00-0194: Schuster, Luc
000602-00-0197: Tauber, Nancy
000602-00-0198: Tauber, Nancy
000602-00-0200: Grassi, Joseph G.
000602-00-0203: Tauber, Nancy
000602-00-0205: McGovern, Marc C.
000602-00-0206: Fantini, Alfred B.
000602-00-0208: McGovern, Marc C.
000602-00-0211: Nolan, Patricia M.
000602-00-0213: Nolan, Patricia M.
000602-00-0215: Fantini, Alfred B.
000602-00-0217: Tauber, Nancy
000602-00-0218: Schuster, Luc
000602-00-0220: Nolan, Patricia M.
000602-00-0222: EXHAUSTED PILE
000602-00-0224: McGovern, Marc C.
000602-00-0226: Nolan, Patricia M.
000602-00-0228: EXHAUSTED PILE
000602-00-0229: INVALID
000602-00-0233: Nolan, Patricia M.
000602-00-0234: Schuster, Luc
000602-00-0235: EXHAUSTED PILE
000602-00-0237: McGovern, Marc C.
000602-00-0240: McGovern, Marc C.
000602-00-0241: Fantini, Alfred B.
000602-00-0244: Fantini, Alfred B.
000602-00-0246: Schuster, Luc
000602-00-0247: Fantini, Alfred B.
000602-00-0250: Nolan, Patricia M.
000602-00-0252: EXHAUSTED PILE
000602-00-0253: INVALID
000602-00-0256: Fantini, Alfred B.
000602-00-0257: EXHAUSTED PILE
000602-00-0260: Tauber, Nancy
000602-00-0262: Tauber, Nancy
000602-00-0263: Nolan, Patricia M.
000602-00-0265: EXHAUSTED PILE
000602-00-0267: Tauber, Nancy
000602-00-0269: McGovern, Marc C.
000602-00-0271: McGovern, Marc C.
000602-00-0274: Tauber, Nancy
000602-00-0276: Schuster, Luc
000602-00-0278: EXHAUSTED PILE
000602-00-0279: Schuster, Luc
000602-00-0281: INVALID
000602-00-0283: Tauber, Nancy
000602-00-0285: INVALID
000602-00-0287: EXHAUSTED PILE
000602-00-0290: Schuster, Luc
000602-00-0292: EXHAUSTED PILE
000602-00-0294: McGovern, Marc C.
000602-00-0296: McGovern, Marc C.
000602-00-0297: Tauber, Nancy
000602-00-0299: Nolan, Patricia M.
000602-00-0302: Tauber, Nancy
000602-00-0303: McGovern, Marc C.
000602-00-0305: Tauber, Nancy
000602-00-0308: Nolan, Patricia M.
000602-00-0309: Fantini, Alfred B.
000602-00-0311: Fantini, Alfred B.
000602-00-0314: Fantini, Alfred B.
000602-00-0316: Nolan, Patricia M.
000602-00-0318: Nolan, Patricia M.
000602-00-0319: McGovern, Marc C.
000602-00-0321: Grassi, Joseph G.
000602-00-0323: Schuster, Luc
000602-00-0326: Schuster, Luc
000602-00-0328: McGovern, Marc C.
000602-00-0330: Nolan, Patricia M.
000602-00-0331: Nolan, Patricia M.
000602-00-0334: McGovern, Marc C.
000602-00-0335: Schuster, Luc
000602-00-0337: Fantini, Alfred B.
000602-00-0339: McGovern, Marc C.
000602-00-0342: Fantini, Alfred B.
000602-00-0344: Fantini, Alfred B.
000602-00-0346: McGovern, Marc C.
000602-00-0348: Tauber, Nancy
000602-00-0349: Schuster, Luc
000602-00-0351: EXHAUSTED PILE
000602-00-0354: INVALID
000602-00-0356: Fantini, Alfred B.
000602-00-0357: McGovern, Marc C.
000602-00-0359: Nolan, Patricia M.
000602-00-0362: EXHAUSTED PILE
000602-00-0363: Schuster, Luc
000602-00-0365: INVALID
000602-00-0367: McGovern, Marc C.
000602-00-0369: EXHAUSTED PILE
000602-00-0371: McGovern, Marc C.
000602-00-0373: Nolan, Patricia M.
000602-00-0376: Nolan, Patricia M.
000602-00-0378: Fantini, Alfred B.
000602-00-0380: Fantini, Alfred B.
000602-00-0382: McGovern, Marc C.
000602-00-0384: Fantini, Alfred B.
000602-00-0386: EXHAUSTED PILE
000602-00-0388: Schuster, Luc
000602-00-0390: Fantini, Alfred B.
000602-00-0391: Tauber, Nancy
000602-00-0394: EXHAUSTED PILE
000602-00-0395: Fantini, Alfred B.
000602-00-0397: INVALID
000602-00-0399: Schuster, Luc
000602-00-0401: Schuster, Luc
000602-00-0402: Tauber, Nancy
000602-00-0405: EXHAUSTED PILE
000602-00-0407: Grassi, Joseph G.
000602-00-0409: Fantini, Alfred B.
000602-00-0412: Schuster, Luc
000602-00-0414: Nolan, Patricia M.
000602-00-0415: Nolan, Patricia M.
000602-00-0418: Grassi, Joseph G.
000602-00-0419: McGovern, Marc C.
000602-00-0422: Schuster, Luc
000602-00-0424: Nolan, Patricia M.
000602-00-0426: EXHAUSTED PILE
000602-00-0427: INVALID
000602-00-0429: McGovern, Marc C.
000602-00-0432: EXHAUSTED PILE
000602-00-0434: Nolan, Patricia M.
000602-00-0435: EXHAUSTED PILE
000602-00-0438: EXHAUSTED PILE
000602-00-0440: Schuster, Luc
000602-00-0441: McGovern, Marc C.
000602-00-0444: INVALID
000602-00-0445: Nolan, Patricia M.
000602-00-0448: Tauber, Nancy
000602-00-0449: Nolan, Patricia M.
000602-00-0452: INVALID
000602-00-0454: EXHAUSTED PILE
000602-00-0456: Nolan, Patricia M.
000602-00-0457: INVALID
000602-00-0460: McGovern, Marc C.
000602-00-0461: Grassi, Joseph G.
000602-00-0462: Schuster, Luc
000602-00-0465: EXHAUSTED PILE
000602-00-0466: EXHAUSTED PILE
000602-00-0469: EXHAUSTED PILE
000602-00-0472: Fantini, Alfred B.
000602-00-0473: McGovern, Marc C.
000602-00-0475: Nolan, Patricia M.
000602-00-0477: Nolan, Patricia M.
000602-00-0479: Tauber, Nancy
000602-00-0481: Tauber, Nancy
000602-00-0482: Fantini, Alfred B.
000602-00-0484: McGovern, Marc C.
000602-00-0487: Tauber, Nancy
000602-00-0488: McGovern, Marc C.
000602-00-0491: EXHAUSTED PILE
000602-00-0492: Nolan, Patricia M.
000602-00-0495: McGovern, Marc C.
000602-00-0496: EXHAUSTED PILE
000602-00-0500: Tauber, Nancy
000602-00-0501: INVALID
000602-00-0502: INVALID
000602-00-0504: Fantini, Alfred B.
000602-00-0506: Schuster, Luc
000602-00-0508: Nolan, Patricia M.
000602-00-0511: Tauber, Nancy
000602-00-0513: INVALID
000602-00-0515: Nolan, Patricia M.
000602-00-0516: Fantini, Alfred B.
000602-00-0519: McGovern, Marc C.
000602-00-0520: Nolan, Patricia M.
000602-00-0523: McGovern, Marc C.
000602-00-0524: Nolan, Patricia M.
000602-00-0527: Nolan, Patricia M.
000602-00-0529: McGovern, Marc C.
000602-00-0532: McGovern, Marc C.
000602-00-0534: Schuster, Luc
000602-00-0536: Schuster, Luc
000602-00-0537: Grassi, Joseph G.
000602-00-0539: Tauber, Nancy
000602-00-0541: Nolan, Patricia M.
000602-00-0542: Fantini, Alfred B.
000602-00-0544: EXHAUSTED PILE
000602-00-0545: McGovern, Marc C.
000602-00-0547: McGovern, Marc C.
000602-00-0550: Nolan, Patricia M.
000602-00-0551: Schuster, Luc
000602-00-0554: McGovern, Marc C.
000602-00-0556: Grassi, Joseph G.
000602-00-0557: McGovern, Marc C.
000602-00-0559: Tauber, Nancy
000602-00-0561: Tauber, Nancy
000602-00-0563: McGovern, Marc C.
000602-00-0566: Grassi, Joseph G.
000602-00-0568: Schuster, Luc
000602-00-0570: McGovern, Marc C.
000602-00-0572: McGovern, Marc C.
000602-00-0574: Grassi, Joseph G.
000602-00-0577: Tauber, Nancy
000602-00-0579: McGovern, Marc C.
000602-00-0580: McGovern, Marc C.
000602-00-0583: Fantini, Alfred B.
000602-00-0585: Fantini, Alfred B.
000602-00-0587: INVALID
000602-00-0588: Nolan, Patricia M.
000602-00-0590: Nolan, Patricia M.
000602-00-0592: McGovern, Marc C.
000602-00-0595: Nolan, Patricia M.
000602-00-0596: McGovern, Marc C.
000602-00-0599: McGovern, Marc C.
000602-00-0601: Nolan, Patricia M.
000602-00-0604: Nolan, Patricia M.
000602-00-0606: Nolan, Patricia M.
000602-00-0607: McGovern, Marc C.
000602-00-0608: Schuster, Luc
000602-00-0610: Tauber, Nancy
000602-00-0613: Nolan, Patricia M.
000602-00-0615: McGovern, Marc C.
000602-00-0617: EXHAUSTED PILE
000602-00-0618: McGovern, Marc C.
000602-00-0621: EXHAUSTED PILE
000602-00-0623: EXHAUSTED PILE
000602-00-0624: EXHAUSTED PILE
000602-00-0626: EXHAUSTED PILE
000602-00-0628: Tauber, Nancy
000602-00-0631: INVALID
000602-00-0632: Nolan, Patricia M.
000602-00-0635: EXHAUSTED PILE
000602-00-0636: McGovern, Marc C.
000602-00-0639: Schuster, Luc
000602-00-0642: McGovern, Marc C.
000602-00-0643: Tauber, Nancy
000602-00-0646: EXHAUSTED PILE
000602-00-0648: Tauber, Nancy
000602-00-0650: Schuster, Luc
000602-00-0652: Tauber, Nancy
000602-00-0654: Tauber, Nancy
000602-00-0656: McGovern, Marc C.
000602-00-0657: Tauber, Nancy
000602-00-0660: McGovern, Marc C.
000602-00-0662: McGovern, Marc C.
000602-00-0663: Fantini, Alfred B.
000602-00-0665: Tauber, Nancy
000602-00-0668: McGovern, Marc C.
000602-00-0671: Schuster, Luc
000602-00-0674: McGovern, Marc C.
000602-00-0675: McGovern, Marc C.
000602-00-0676: Tauber, Nancy
000602-00-0678: McGovern, Marc C.
000602-00-0679: EXHAUSTED PILE
000602-00-0681: Grassi, Joseph G.
000602-00-0683: INVALID
000602-00-0684: Schuster, Luc
000602-00-0686: EXHAUSTED PILE
000602-00-0690: Nolan, Patricia M.
000602-00-0692: McGovern, Marc C.
000602-00-0693: McGovern, Marc C.
000602-00-0695: Grassi, Joseph G.
000602-00-0696: Schuster, Luc
000602-00-0699: Schuster, Luc
000602-00-0702: INVALID
000603-00-0001: EXHAUSTED PILE
000603-00-0005: INVALID
000603-00-0005: Nolan, Patricia M.
000603-00-0006: INVALID
000603-00-0006: Fantini, Alfred B.
000603-00-0007: INVALID
000603-00-0008: INVALID
000603-00-0009: INVALID
000603-00-0009: Nolan, Patricia M.
000603-00-0010: INVALID
000603-00-0011: EXHAUSTED PILE
000603-00-0011: INVALID
000603-00-0012: INVALID
000603-00-0012: Fantini, Alfred B.
000603-00-0013: INVALID
000603-00-0014: Grassi, Joseph G.
000603-00-0014: INVALID
000603-00-0015: INVALID
000603-00-0016: INVALID
000603-00-0017: Fantini, Alfred B.
000603-00-0017: INVALID
000603-00-0018: INVALID
000603-00-0019: INVALID
000603-00-0019: Nolan, Patricia M.
000603-00-0020: INVALID
000603-00-0020: McGovern, Marc C.
000603-00-0021: INVALID
000603-00-0022: INVALID
000603-00-0023: Nolan, Patricia M.
000603-00-0023: INVALID
000603-00-0024: INVALID
000603-00-0025: McGovern, Marc C.
000603-00-0025: INVALID
000603-00-0026: McGovern, Marc C.
000603-00-0026: INVALID
000603-00-0027: INVALID
000603-00-0028: McGovern, Marc C.
000603-00-0028: INVALID
000603-00-0029: INVALID
000603-00-0030: INVALID
000603-00-0031: Fantini, Alfred B.
000603-00-0031: INVALID
000603-00-0033: Nolan, Patricia M.
000603-00-0034: Nolan, Patricia M.
000603-00-0036: EXHAUSTED PILE
000603-00-0038: Fantini, Alfred B.
000603-00-0041: Grassi, Joseph G.
000603-00-0042: Tauber, Nancy
000603-00-0044: INVALID
000603-00-0045: McGovern, Marc C.
000603-00-0046: EXHAUSTED PILE
000603-00-0046: Schuster, Luc
000603-00-0047: McGovern, Marc C.
000603-00-0048: Schuster, Luc
000603-00-0050: Schuster, Luc
000603-00-0051: Schuster, Luc
000603-00-0053: McGovern, Marc C.
000603-00-0056: Schuster, Luc
000603-00-0057: Grassi, Joseph G.
000603-00-0059: Fantini, Alfred B.
000603-00-0061: EXHAUSTED PILE
000603-00-0064: Fantini, Alfred B.
000603-00-0067: Schuster, Luc
000603-00-0069: Tauber, Nancy
000603-00-0071: EXHAUSTED PILE
000603-00-0072: Nolan, Patricia M.
000603-00-0074: Nolan, Patricia M.
000603-00-0077: Fantini, Alfred B.
000603-00-0079: Nolan, Patricia M.
000603-00-0080: Nolan, Patricia M.
000603-00-0083: McGovern, Marc C.
000603-00-0085: McGovern, Marc C.
000603-00-0087: EXHAUSTED PILE
000603-00-0089: McGovern, Marc C.
000603-00-0090: Grassi, Joseph G.
000603-00-0092: Schuster, Luc
000603-00-0094: Schuster, Luc
000603-00-0096: Tauber, Nancy
000603-00-0098: Fantini, Alfred B.
000603-00-0100: Nolan, Patricia M.
000603-00-0101: Schuster, Luc
000603-00-0104: McGovern, Marc C.
000603-00-0107: Fantini, Alfred B.
000603-00-0108: Schuster, Luc
000603-00-0109: Grassi, Joseph G.
000603-00-0112: McGovern, Marc C.
000603-00-0114: Grassi, Joseph G.
000603-00-0116: Nolan, Patricia M.
000603-00-0117: Tauber, Nancy
000603-00-0119: Schuster, Luc
000603-00-0122: Grassi, Joseph G.
000603-00-0123: McGovern, Marc C.
000603-00-0126: Schuster, Luc
000603-00-0127: Nolan, Patricia M.
000603-00-0130: McGovern, Marc C.
000603-00-0132: EXHAUSTED PILE
000603-00-0133: EXHAUSTED PILE
000603-00-0134: Nolan, Patricia M.
000603-00-0136: McGovern, Marc C.
000603-00-0139: McGovern, Marc C.
000603-00-0142: Nolan, Patricia M.
000603-00-0144: Nolan, Patricia M.
000603-00-0145: McGovern, Marc C.
000603-00-0148: Nolan, Patricia M.
000603-00-0150: Tauber, Nancy
000603-00-0151: McGovern, Marc C.
000603-00-0154: Schuster, Luc
000603-00-0156: Schuster, Luc
000603-00-0157: McGovern, Marc C.
000603-00-0160: Tauber, Nancy
000603-00-0161: McGovern, Marc C.
000603-00-0163: Schuster, Luc
000603-00-0165: McGovern, Marc C.
000603-00-0167: Fantini, Alfred B.
000603-00-0169: Fantini, Alfred B.
000603-00-0171: Schuster, Luc
000603-00-0174: Nolan, Patricia M.
000603-00-0176: Nolan, Patricia M.
000603-00-0177: Tauber, Nancy
000603-00-0179: Schuster, Luc
000603-00-0182: Schuster, Luc
000603-00-0183: Nolan, Patricia M.
000603-00-0186: Tauber, Nancy
000603-00-0187: Nolan, Patricia M.
000603-00-0189: Schuster, Luc
000603-00-0192: Schuster, Luc
000603-00-0194: McGovern, Marc C.
000603-00-0196: Grassi, Joseph G.
000603-00-0198: Nolan, Patricia M.
000603-00-0200: EXHAUSTED PILE
000603-00-0201: Nolan, Patricia M.
000603-00-0204: Schuster, Luc
000603-00-0206: EXHAUSTED PILE
000603-00-0208: Nolan, Patricia M.
000603-00-0209: McGovern, Marc C.
000603-00-0212: Fantini, Alfred B.
000603-00-0213: McGovern, Marc C.
000603-00-0215: EXHAUSTED PILE
000603-00-0217: EXHAUSTED PILE
000603-00-0219: Schuster, Luc
000603-00-0221: McGovern, Marc C.
000603-00-0223: Fantini, Alfred B.
000603-00-0224: Schuster, Luc
000603-00-0227: McGovern, Marc C.
000603-00-0228: Nolan, Patricia M.
000603-00-0232: Schuster, Luc
000603-00-0233: Fantini, Alfred B.
000603-00-0234: Schuster, Luc
000603-00-0238: Fantini, Alfred B.
000603-00-0240: Fantini, Alfred B.
000603-00-0242: McGovern, Marc C.
000603-00-0244: Fantini, Alfred B.
000603-00-0246: Nolan, Patricia M.
000603-00-0247: Schuster, Luc
000603-00-0250: Nolan, Patricia M.
000603-00-0252: Grassi, Joseph G.
000603-00-0254: Nolan, Patricia M.
000603-00-0255: Tauber, Nancy
000603-00-0258: EXHAUSTED PILE
000603-00-0261: Fantini, Alfred B.
000603-00-0262: Fantini, Alfred B.
000603-00-0263: Nolan, Patricia M.
000603-00-0265: Tauber, Nancy
000603-00-0268: Fantini, Alfred B.
000603-00-0270: McGovern, Marc C.
000603-00-0272: Schuster, Luc
000603-00-0276: Fantini, Alfred B.
000603-00-0278: Fantini, Alfred B.
000603-00-0279: Grassi, Joseph G.
000603-00-0281: McGovern, Marc C.
000603-00-0282: Schuster, Luc
000603-00-0286: Tauber, Nancy
000603-00-0287: McGovern, Marc C.
000603-00-0290: Schuster, Luc
000603-00-0292: Fantini, Alfred B.
000603-00-0294: Fantini, Alfred B.
000603-00-0296: Schuster, Luc
000603-00-0297: McGovern, Marc C.
000603-00-0299: McGovern, Marc C.
000603-00-0300: Tauber, Nancy
000603-00-0303: Grassi, Joseph G.
000603-00-0304: Grassi, Joseph G.
000603-00-0308: McGovern, Marc C.
000603-00-0309: Schuster, Luc
000603-00-0311: Fantini, Alfred B.
000603-00-0314: Nolan, Patricia M.
000603-00-0315: Tauber, Nancy
000603-00-0318: Grassi, Joseph G.
000603-00-0319: Tauber, Nancy
000603-00-0322: Tauber, Nancy
000603-00-0324: McGovern, Marc C.
000603-00-0326: Fantini, Alfred B.
000603-00-0328: Fantini, Alfred B.
000603-00-0329: Grassi, Joseph G.
000603-00-0331: Fantini, Alfred B.
000603-00-0333: McGovern, Marc C.
000603-00-0336: Fantini, Alfred B.
000603-00-0337: Tauber, Nancy
000603-00-0339: Nolan, Patricia M.
000603-00-0343: Tauber, Nancy
000603-00-0344: Nolan, Patricia M.
000603-00-0347: Fantini, Alfred B.
000603-00-0349: Nolan, Patricia M.
000603-00-0350: Tauber, Nancy
000603-00-0352: McGovern, Marc C.
000603-00-0354: McGovern, Marc C.
000603-00-0356: Fantini, Alfred B.
000603-00-0359: Tauber, Nancy
000603-00-0361: McGovern, Marc C.
000603-00-0364: Fantini, Alfred B.
000603-00-0366: Schuster, Luc
000603-00-0369: Fantini, Alfred B.
000603-00-0370: Fantini, Alfred B.
000603-00-0371: Fantini, Alfred B.
000603-00-0373: Fantini, Alfred B.
000603-00-0375: Nolan, Patricia M.
000603-00-0377: EXHAUSTED PILE
000603-00-0379: McGovern, Marc C.
000603-00-0381: Tauber, Nancy
000603-00-0383: Fantini, Alfred B.
000603-00-0386: Fantini, Alfred B.
000603-00-0388: Nolan, Patricia M.
000603-00-0390: EXHAUSTED PILE
000603-00-0391: Grassi, Joseph G.
000603-00-0394: Grassi, Joseph G.
000603-00-0395: Nolan, Patricia M.
000603-00-0396: Fantini, Alfred B.
000603-00-0399: Fantini, Alfred B.
000603-00-0401: Nolan, Patricia M.
000603-00-0402: EXHAUSTED PILE
000603-00-0405: McGovern, Marc C.
000603-00-0406: Tauber, Nancy
000603-00-0408: Fantini, Alfred B.
000603-00-0410: McGovern, Marc C.
000603-00-0413: Nolan, Patricia M.
000603-00-0414: McGovern, Marc C.
000603-00-0417: McGovern, Marc C.
000603-00-0419: Nolan, Patricia M.
000603-00-0421: Schuster, Luc
000603-00-0422: Tauber, Nancy
000603-00-0425: Fantini, Alfred B.
000603-00-0426: Nolan, Patricia M.
000603-00-0428: Schuster, Luc
000603-00-0431: Grassi, Joseph G.
000603-00-0432: Fantini, Alfred B.
000603-00-0434: Fantini, Alfred B.
000603-00-0436: Tauber, Nancy
000603-00-0438: McGovern, Marc C.
000603-00-0439: Tauber, Nancy
000603-00-0441: McGovern, Marc C.
000603-00-0444: Schuster, Luc
000603-00-0445: McGovern, Marc C.
000603-00-0447: Nolan, Patricia M.
000603-00-0450: Nolan, Patricia M.
000603-00-0452: Tauber, Nancy
000603-00-0453: Fantini, Alfred B.
000603-00-0455: McGovern, Marc C.
000603-00-0457: McGovern, Marc C.
000603-00-0459: Tauber, Nancy
000603-00-0462: EXHAUSTED PILE
000603-00-0463: Schuster, Luc
000603-00-0466: Nolan, Patricia M.
000603-00-0467: Grassi, Joseph G.
000603-00-0469: McGovern, Marc C.
000603-00-0471: McGovern, Marc C.
000603-00-0473: McGovern, Marc C.
000603-00-0476: Fantini, Alfred B.
000603-00-0479: Tauber, Nancy
000603-00-0481: Tauber, Nancy
000603-00-0483: Fantini, Alfred B.
000603-00-0484: Fantini, Alfred B.
000603-00-0486: Fantini, Alfred B.
000603-00-0489: McGovern, Marc C.
000603-00-0491: Nolan, Patricia M.
000603-00-0493: Nolan, Patricia M.
000603-00-0494: McGovern, Marc C.
000603-00-0497: Fantini, Alfred B.
000603-00-0499: Nolan, Patricia M.
000603-00-0501: Nolan, Patricia M.
000603-00-0503: Schuster, Luc
000603-00-0504: EXHAUSTED PILE
000603-00-0507: Fantini, Alfred B.
000603-00-0509: Tauber, Nancy
000603-00-0510: Fantini, Alfred B.
000603-00-0513: Nolan, Patricia M.
000603-00-0514: McGovern, Marc C.
000603-00-0516: Nolan, Patricia M.
000603-00-0519: McGovern, Marc C.
000603-00-0520: Grassi, Joseph G.
000603-00-0522: Fantini, Alfred B.
000603-00-0525: Schuster, Luc
000603-00-0527: EXHAUSTED PILE
000603-00-0529: EXHAUSTED PILE
000603-00-0533: Nolan, Patricia M.
000603-00-0534: Fantini, Alfred B.
000603-00-0537: Schuster, Luc
000603-00-0539: McGovern, Marc C.
000603-00-0541: Grassi, Joseph G.
000603-00-0542: McGovern, Marc C.
000603-00-0544: McGovern, Marc C.
000603-00-0546: Nolan, Patricia M.
000603-00-0547: Nolan, Patricia M.
000603-00-0549: Schuster, Luc
000603-00-0550: McGovern, Marc C.
000603-00-0553: McGovern, Marc C.
000603-00-0555: Schuster, Luc
000603-00-0556: Schuster, Luc
000603-00-0559: Grassi, Joseph G.
000603-00-0561: McGovern, Marc C.
000603-00-0564: Grassi, Joseph G.
000603-00-0565: Fantini, Alfred B.
000603-00-0566: Fantini, Alfred B.
000603-00-0568: Fantini, Alfred B.
000603-00-0570: Nolan, Patricia M.
000603-00-0573: Schuster, Luc
000603-00-0574: Grassi, Joseph G.
000603-00-0576: Schuster, Luc
000603-00-0579: Tauber, Nancy
000603-00-0581: Tauber, Nancy
000603-00-0583: Nolan, Patricia M.
000603-00-0585: Nolan, Patricia M.
000603-00-0587: Schuster, Luc
000603-00-0589: Schuster, Luc
000603-00-0590: Nolan, Patricia M.
000603-00-0592: McGovern, Marc C.
000603-00-0595: McGovern, Marc C.
000603-00-0597: Nolan, Patricia M.
000603-00-0598: Schuster, Luc
000603-00-0600: McGovern, Marc C.
000603-00-0602: McGovern, Marc C.
000603-00-0604: Tauber, Nancy
000603-00-0606: Nolan, Patricia M.
000603-00-0609: Nolan, Patricia M.
000603-00-0610: McGovern, Marc C.
000603-00-0613: McGovern, Marc C.
000603-00-0615: McGovern, Marc C.
000603-00-0616: Grassi, Joseph G.
000603-00-0618: Fantini, Alfred B.
000603-00-0620: Fantini, Alfred B.
000603-00-0623: Schuster, Luc
000603-00-0625: Fantini, Alfred B.
000603-00-0628: McGovern, Marc C.
000603-00-0629: Fantini, Alfred B.
000603-00-0630: Schuster, Luc
000603-00-0632: Grassi, Joseph G.
000603-00-0635: Nolan, Patricia M.
000603-00-0637: Schuster, Luc
000603-00-0638: Schuster, Luc
000603-00-0640: Tauber, Nancy
000603-00-0643: McGovern, Marc C.
000603-00-0645: McGovern, Marc C.
000603-00-0646: McGovern, Marc C.
000603-00-0649: Nolan, Patricia M.
000603-00-0651: McGovern, Marc C.
000603-00-0652: Nolan, Patricia M.
000603-00-0654: Fantini, Alfred B.
