raceID,candidate,round_elected,round_eliminated,round_1_vote,round_2_vote,round_3_vote,round_4_vote,round_5_vote,round_6_vote,round_7_vote,round_8_vote,round_9_vote,round_10_vote,round_11_vote,round_12_vote,round_13_vote,round_14_vote,round_15_vote,round_16_vote,round_17_vote,round_18_vote,round_19_vote,round_20_vote,round_21_vote,round_22_vote,round_23_vote
Cambridge_11072017_CityCouncil_tab1,"Kelley, Craig A.",23.0,,1092.0,1123.0,1124.0,1126.0,1129.0,1129.0,1130.0,1133.0,1139.0,1146.0,1157.0,1165.0,1197.0,1225.0,1253.0,1290.0,1300.0,1388.0,1450.0,1486.0,1610.0,1632.0,2040.0
Cambridge_11072017_CityCouncil_tab1,"Carlone, Dennis J.",23.0,,1175.0,1210.0,1211.0,1213.0,1214.0,1214.0,1221.0,1228.0,1247.0,1257.0,1273.0,1289.0,1312.0,1330.0,1371.0,1414.0,1421.0,1479.0,1598.0,1784.0,1935.0,1945.0,2188.0
Cambridge_11072017_CityCouncil_tab1,"Toner, Paul F.",,22.0,980.0,1002.0,1002.0,1005.0,1010.0,1014.0,1016.0,1020.0,1024.0,1032.0,1048.0,1052.0,1082.0,1107.0,1121.0,1146.0,1150.0,1305.0,1367.0,1401.0,1519.0,1543.0,0.0
Cambridge_11072017_CityCouncil_tab1,"Harding, Jr., Richard",,20.0,835.0,905.0,905.0,905.0,907.0,908.0,908.0,916.0,924.0,954.0,962.0,973.0,995.0,1016.0,1035.0,1165.0,1169.0,1241.0,1317.0,1341.0,0.0,0.0,0.0
Cambridge_11072017_CityCouncil_tab1,"Sivongxay, Vatsady",,18.0,740.0,808.0,808.0,810.0,810.0,815.0,825.0,838.0,858.0,862.0,881.0,915.0,922.0,952.0,1077.0,1166.0,1177.0,1230.0,0.0,0.0,0.0,0.0,0.0
Cambridge_11072017_CityCouncil_tab1,"Tierney, Sean",,17.0,778.0,793.0,794.0,796.0,798.0,799.0,802.0,809.0,818.0,823.0,830.0,843.0,874.0,1001.0,1039.0,1123.0,1138.0,0.0,0.0,0.0,0.0,0.0,0.0
Cambridge_11072017_CityCouncil_tab1,"Gebru, Samuel",,15.0,787.0,827.0,827.0,828.0,829.0,831.0,835.0,838.0,843.0,867.0,871.0,885.0,909.0,947.0,1008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cambridge_11072017_CityCouncil_tab1,"Okamoto, Nadya T.",,14.0,550.0,565.0,566.0,570.0,573.0,574.0,589.0,601.0,625.0,638.0,648.0,666.0,679.0,718.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cambridge_11072017_CityCouncil_tab1,"Musgrave, Adriane B.",,13.0,580.0,588.0,588.0,590.0,592.0,594.0,598.0,599.0,603.0,609.0,613.0,626.0,639.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cambridge_11072017_CityCouncil_tab1,"Burgin, Josh M.",,12.0,392.0,396.0,397.0,398.0,403.0,403.0,406.0,408.0,414.0,430.0,433.0,441.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cambridge_11072017_CityCouncil_tab1,"Volmar, Gwen Thomas",,11.0,248.0,256.0,257.0,259.0,259.0,261.0,264.0,270.0,282.0,289.0,299.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cambridge_11072017_CityCouncil_tab1,"Levy, Ilan",,10.0,246.0,251.0,251.0,251.0,251.0,263.0,268.0,271.0,273.0,275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cambridge_11072017_CityCouncil_tab1,"Benjamin, Ronald",,9.0,241.0,253.0,253.0,254.0,256.0,258.0,260.0,263.0,268.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cambridge_11072017_CityCouncil_tab1,"D'Ambrosio, Olivia",,8.0,216.0,222.0,223.0,226.0,226.0,228.0,231.0,237.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cambridge_11072017_CityCouncil_tab1,"Santos, Jeff",,7.0,147.0,153.0,156.0,157.0,158.0,159.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cambridge_11072017_CityCouncil_tab1,"Pillai, Hari I.",,6.0,107.0,114.0,114.0,114.0,115.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cambridge_11072017_CityCouncil_tab1,"Lenke, Dan",,5.0,53.0,55.0,55.0,57.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cambridge_11072017_CityCouncil_tab1,"Moree, Gregg J.",,4.0,46.0,47.0,47.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cambridge_11072017_CityCouncil_tab1,"Sutton, Bryan",,3.0,45.0,47.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cambridge_11072017_CityCouncil_tab1,writeIns,,2.0,21.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cambridge_11072017_SchoolCommittee_tab1,"Nolan, Patricia M.",1.0,,3457.0,2958.0,2958.0,2958.0,2958.0,2958.0,2958.0,2958.0,2958.0,2958.0,2958.0,,,,,,,,,,,,
Cambridge_11072017_SchoolCommittee_tab1,"Bowman, Manikka L.",5.0,,2768.0,2876.0,2881.0,2949.0,3047.0,2958.0,2958.0,2958.0,2958.0,2958.0,2958.0,,,,,,,,,,,,
Cambridge_11072017_SchoolCommittee_tab1,"Fantini, Alfred B.",8.0,,2728.0,2767.0,2768.0,2787.0,2830.0,2836.0,2905.0,2999.0,2958.0,2958.0,2958.0,,,,,,,,,,,,
Cambridge_11072017_SchoolCommittee_tab1,"Dexter, Emily R.",8.0,,2376.0,2473.0,2477.0,2566.0,2707.0,2744.0,2930.0,3106.0,2958.0,2958.0,2958.0,,,,,,,,,,,,
Cambridge_11072017_SchoolCommittee_tab1,"Kelly, Kathleen M.",11.0,,1880.0,1963.0,1964.0,1992.0,2060.0,2077.0,2175.0,2268.0,2347.0,2603.0,3351.0,,,,,,,,,,,,
Cambridge_11072017_SchoolCommittee_tab1,"Kimbrough, Laurance V.",11.0,,1855.0,1872.0,1873.0,1907.0,2012.0,2026.0,2087.0,2235.0,2266.0,2486.0,2939.0,,,,,,,,,,,,
Cambridge_11072017_SchoolCommittee_tab1,"Cronin, Fran A.",,10.0,1571.0,1625.0,1628.0,1674.0,1741.0,1748.0,1889.0,1990.0,2028.0,2281.0,0.0,,,,,,,,,,,,
Cambridge_11072017_SchoolCommittee_tab1,"Crutchfield, Jake W.",,9.0,1038.0,1059.0,1060.0,1094.0,1182.0,1184.0,1271.0,1396.0,1437.0,0.0,0.0,,,,,,,,,,,,
Cambridge_11072017_SchoolCommittee_tab1,"Kadete, Elechi M.",,7.0,845.0,863.0,864.0,906.0,955.0,960.0,1020.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Cambridge_11072017_SchoolCommittee_tab1,"Weinstein, David J.",,6.0,797.0,825.0,826.0,878.0,937.0,938.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Cambridge_11072017_SchoolCommittee_tab1,"MacArthur, William",,4.0,795.0,812.0,812.0,870.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Cambridge_11072017_SchoolCommittee_tab1,"Mitros, Piotr Flawiusz",,3.0,511.0,528.0,529.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Cambridge_11072017_SchoolCommittee_tab1,writeIns,,2.0,78.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Cambridge_11152019_CityCouncil_tab1,"Siddiqui, Sumbul",1.0,,2515.0,2121.0,2121.0,2121.0,2121.0,2121.0,2121.0,2121.0,2121.0,2121.0,2121.0,2121.0,2121.0,2121.0,2121.0,2121.0,2121.0,2121.0,2121.0,2121.0,,,
Cambridge_11152019_CityCouncil_tab1,"Simmons, E. Denise",8.0,,2006.0,2070.0,2071.0,2075.0,2082.0,2086.0,2106.0,2127.0,2121.0,2121.0,2121.0,2121.0,2121.0,2121.0,2121.0,2121.0,2121.0,2121.0,2121.0,2121.0,,,
Cambridge_11152019_CityCouncil_tab1,"Nolan, Patricia M.",14.0,,1685.0,1698.0,1700.0,1706.0,1710.0,1715.0,1745.0,1764.0,1765.0,1799.0,1823.0,1939.0,2062.0,2136.0,2121.0,2121.0,2121.0,2121.0,2121.0,2121.0,,,
Cambridge_11152019_CityCouncil_tab1,"Zondervan, Quinton Y.",17.0,,1380.0,1418.0,1418.0,1419.0,1426.0,1442.0,1462.0,1502.0,1502.0,1545.0,1565.0,1613.0,1726.0,1777.0,1778.0,2078.0,2189.0,2121.0,2121.0,2121.0,,,
Cambridge_11152019_CityCouncil_tab1,"McGovern, Marc C.",17.0,,1618.0,1655.0,1657.0,1658.0,1666.0,1668.0,1686.0,1696.0,1697.0,1721.0,1740.0,1755.0,1788.0,1923.0,1923.0,1967.0,2178.0,2121.0,2121.0,2121.0,,,
Cambridge_11152019_CityCouncil_tab1,"Mallon, Alanna M.",17.0,,1254.0,1336.0,1336.0,1337.0,1340.0,1344.0,1368.0,1378.0,1378.0,1398.0,1458.0,1477.0,1502.0,1688.0,1689.0,1764.0,2145.0,2121.0,2121.0,2121.0,,,
Cambridge_11152019_CityCouncil_tab1,"Sobrinho-Wheeler, Jivan",18.0,,1319.0,1348.0,1348.0,1348.0,1352.0,1354.0,1372.0,1434.0,1434.0,1477.0,1513.0,1530.0,1554.0,1662.0,1662.0,1759.0,2101.0,2152.0,2121.0,2121.0,,,
Cambridge_11152019_CityCouncil_tab1,"Toomey, Jr., Timothy J.",20.0,,1727.0,1750.0,1752.0,1759.0,1764.0,1770.0,1774.0,1790.0,1791.0,1803.0,1816.0,1828.0,1860.0,1887.0,1887.0,1916.0,1959.0,1993.0,2002.0,2277.0,,,
Cambridge_11152019_CityCouncil_tab1,"Carlone, Dennis J.",20.0,,1474.0,1481.0,1481.0,1481.0,1481.0,1494.0,1520.0,1538.0,1538.0,1566.0,1578.0,1641.0,1718.0,1750.0,1755.0,1868.0,1918.0,1954.0,1973.0,2933.0,,,
Cambridge_11152019_CityCouncil_tab1,"Kelley, Craig A.",,19.0,1422.0,1433.0,1433.0,1434.0,1437.0,1446.0,1456.0,1463.0,1463.0,1482.0,1497.0,1568.0,1678.0,1728.0,1732.0,1811.0,1850.0,1878.0,1881.0,0.0,,,
Cambridge_11152019_CityCouncil_tab1,"Azeem, Burhan",,16.0,960.0,990.0,990.0,990.0,993.0,995.0,1005.0,1014.0,1014.0,1045.0,1124.0,1141.0,1158.0,1266.0,1266.0,1331.0,0.0,0.0,0.0,0.0,,,
Cambridge_11152019_CityCouncil_tab1,"Williams, Nicola A.",,15.0,630.0,636.0,636.0,636.0,637.0,643.0,655.0,682.0,685.0,709.0,763.0,795.0,876.0,914.0,918.0,0.0,0.0,0.0,0.0,0.0,,,
Cambridge_11152019_CityCouncil_tab1,"Musgrave, Adriane",,13.0,724.0,739.0,739.0,744.0,749.0,750.0,777.0,781.0,781.0,803.0,829.0,853.0,865.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Cambridge_11152019_CityCouncil_tab1,"Pitkin, John",,12.0,536.0,541.0,541.0,542.0,545.0,549.0,562.0,573.0,573.0,584.0,595.0,693.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Cambridge_11152019_CityCouncil_tab1,"Kopon, Derek Andrew",,11.0,491.0,493.0,493.0,496.0,498.0,509.0,513.0,518.0,518.0,544.0,557.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Cambridge_11152019_CityCouncil_tab1,"Akiba, Sukia",,10.0,360.0,371.0,371.0,373.0,378.0,386.0,389.0,399.0,399.0,416.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Cambridge_11152019_CityCouncil_tab1,"Franklin, Charles J.",,9.0,323.0,330.0,331.0,333.0,338.0,345.0,350.0,371.0,371.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Cambridge_11152019_CityCouncil_tab1,"Simon, Ben",,7.0,294.0,299.0,300.0,301.0,303.0,308.0,309.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Cambridge_11152019_CityCouncil_tab1,"Mednick, Risa",,6.0,242.0,249.0,249.0,249.0,255.0,257.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Cambridge_11152019_CityCouncil_tab1,"Levy, Ilan",,5.0,109.0,109.0,109.0,111.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Cambridge_11152019_CityCouncil_tab1,"McNary, Jeffery",,4.0,77.0,78.0,79.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Cambridge_11152019_CityCouncil_tab1,"Moree, Gregg J.",,3.0,46.0,47.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Cambridge_11152019_CityCouncil_tab1,writeIns,,2.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Cambridge_11152019_SchoolCommittee_tab1,"Bowman, Mannika L.",1.0,,3107.0,2772.0,2772.0,2772.0,2772.0,2772.0,2772.0,2772.0,2772.0,2772.0,,,,,,,,,,,,,
Cambridge_11152019_SchoolCommittee_tab1,"Dexter, Emily R.",1.0,,2999.0,2772.0,2772.0,2772.0,2772.0,2772.0,2772.0,2772.0,2772.0,2772.0,,,,,,,,,,,,,
Cambridge_11152019_SchoolCommittee_tab1,"Fantini, Alfred B.",2.0,,2662.0,2837.0,2772.0,2772.0,2772.0,2772.0,2772.0,2772.0,2772.0,2772.0,,,,,,,,,,,,,
Cambridge_11152019_SchoolCommittee_tab1,"Wilson, Ayesha",2.0,,2690.0,2778.0,2772.0,2772.0,2772.0,2772.0,2772.0,2772.0,2772.0,2772.0,,,,,,,,,,,,,
Cambridge_11152019_SchoolCommittee_tab1,"Weinstain, Rachel",8.0,,2176.0,2237.0,2252.0,2255.0,2360.0,2532.0,2741.0,3193.0,2772.0,2772.0,,,,,,,,,,,,,
Cambridge_11152019_SchoolCommittee_tab1,"Rojas Villareal, Jose Luis",10.0,,1131.0,1181.0,1187.0,1189.0,1388.0,1449.0,1706.0,1976.0,2194.0,2847.0,,,,,,,,,,,,,
Cambridge_11152019_SchoolCommittee_tab1,"Dawson, Bernette J.",,9.0,976.0,1025.0,1035.0,1036.0,1091.0,1227.0,1387.0,1594.0,1797.0,0.0,,,,,,,,,,,,,
Cambridge_11152019_SchoolCommittee_tab1,"Weinstein, David J.",,7.0,971.0,1019.0,1027.0,1028.0,1137.0,1225.0,1377.0,0.0,0.0,0.0,,,,,,,,,,,,,
Cambridge_11152019_SchoolCommittee_tab1,"Lim, Christopher",,6.0,934.0,965.0,974.0,976.0,1070.0,1171.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Cambridge_11152019_SchoolCommittee_tab1,"Allen, Ruth Ryan",,5.0,892.0,911.0,928.0,930.0,968.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Cambridge_11152019_SchoolCommittee_tab1,"Kadete, Elechi M.",,4.0,814.0,855.0,861.0,863.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Cambridge_11152019_SchoolCommittee_tab1,writeIns,,3.0,51.0,51.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
